Origin Time:2025/03/13 13:09:39
Lon:121.41¢XE
Lat:23.11¢XN
Depth:18.6km
Mag:5.7
Stacode=CHK ,Staname=¦¨¥\  ,Stalon=121.37,Stalat=23.10,Dist=   3.96,BAZ= 69.74,PGA(V)=  80.39,PGA(NS)= 212.49,PGA(EW)= 313.48,PGV(V)=   1.34,PGV(NS)=   6.88,PGV(EW)=  10.86,Int= 4¯Å,PGA(SUM)= 314.22,PGV(SUM)=  11.43
Stacode=SLG ,Staname=¤»Àt  ,Stalon=120.65,Stalat=22.99,Dist=  79.26,BAZ= 80.60,PGA(V)=   1.13,PGA(NS)=   1.90,PGA(EW)=   1.83,PGV(V)=   0.07,PGV(NS)=   0.23,PGV(EW)=   0.09,Int= 1¯Å,PGA(SUM)=   2.04,PGV(SUM)=   0.24
Stacode=WTP ,Staname=¤j®H  ,Stalon=120.62,Stalat=23.24,Dist=  81.92,BAZ=100.41,PGA(V)=   1.13,PGA(NS)=   2.47,PGA(EW)=   3.38,PGV(V)=   0.13,PGV(NS)=   0.22,PGV(EW)=   0.20,Int= 2¯Å,PGA(SUM)=   3.29,PGV(SUM)=   0.24
Stacode=SGS ,Staname=¥Ò¥P  ,Stalon=120.59,Stalat=23.08,Dist=  83.91,BAZ= 87.75,PGA(V)=   0.69,PGA(NS)=   1.46,PGA(EW)=   1.90,PGV(V)=   0.07,PGV(NS)=   0.14,PGV(EW)=   0.10,Int= 1¯Å,PGA(SUM)=   1.88,PGV(SUM)=   0.15
Stacode=WHY ,Staname=«H¸q¶m,Stalon=120.85,Stalat=23.70,Dist=  86.26,BAZ=138.79,PGA(V)=   1.90,PGA(NS)=   2.88,PGA(EW)=   1.83,PGV(V)=   0.08,PGV(NS)=   0.16,PGV(EW)=   0.13,Int= 2¯Å,PGA(SUM)=   3.04,PGV(SUM)=   0.18
Stacode=SSD ,Staname=¤T¦aªù,Stalon=120.64,Stalat=22.74,Dist=  88.70,BAZ= 62.82,PGA(V)=   1.38,PGA(NS)=   1.63,PGA(EW)=   1.88,PGV(V)=   0.07,PGV(NS)=   0.09,PGV(EW)=   0.11,Int= 1¯Å,PGA(SUM)=   1.86,PGV(SUM)=   0.11
Stacode=WCKO,Staname=µf¸ô  ,Stalon=120.60,Stalat=23.44,Dist=  89.99,BAZ=113.84,PGA(V)=   2.32,PGA(NS)=  10.48,PGA(EW)=   6.41,PGV(V)=   0.17,PGV(NS)=   0.51,PGV(EW)=   0.29,Int= 3¯Å,PGA(SUM)=  10.60,PGV(SUM)=   0.52
Stacode=EYL ,Staname=ÆQ¼d  ,Stalon=121.60,Stalat=23.90,Dist=  90.03,BAZ=192.60,PGA(V)=   4.43,PGA(NS)=   7.64,PGA(EW)=  10.12,PGV(V)=   0.21,PGV(NS)=   0.30,PGV(EW)=   0.50,Int= 3¯Å,PGA(SUM)=  10.91,PGV(SUM)=   0.55
Stacode=SMG ,Staname=º¿®a  ,Stalon=120.64,Stalat=22.71,Dist=  90.34,BAZ= 60.25,PGA(V)=   0.85,PGA(NS)=   1.20,PGA(EW)=   1.06,PGV(V)=   0.04,PGV(NS)=   0.09,PGV(EW)=   0.05,Int= 1¯Å,PGA(SUM)=   1.19,PGV(SUM)=   0.09
Stacode=CHN1,Staname=·£¦è  ,Stalon=120.53,Stalat=23.18,Dist=  90.56,BAZ= 95.24,PGA(V)=   1.34,PGA(NS)=   3.22,PGA(EW)=   2.39,PGV(V)=   0.09,PGV(NS)=   0.24,PGV(EW)=   0.20,Int= 2¯Å,PGA(SUM)=   3.43,PGV(SUM)=   0.26
Stacode=CHN5,Staname=¯óÀ­  ,Stalon=120.68,Stalat=23.60,Dist=  92.28,BAZ=125.76,PGA(V)=   3.56,PGA(NS)=   7.11,PGA(EW)=   6.25,PGV(V)=   0.24,PGV(NS)=   0.41,PGV(EW)=   0.43,Int= 2¯Å,PGA(SUM)=   7.66,PGV(SUM)=   0.50
Stacode=SNS ,Staname=´¿¤å  ,Stalon=120.50,Stalat=23.22,Dist=  94.16,BAZ= 97.41,PGA(V)=   1.31,PGA(NS)=   3.24,PGA(EW)=   2.38,PGV(V)=   0.13,PGV(NS)=   0.45,PGV(EW)=   0.24,Int= 2¯Å,PGA(SUM)=   3.73,PGV(SUM)=   0.45
Stacode=ETM ,Staname=»Éªù  ,Stalon=121.49,Stalat=23.97,Dist=  95.15,BAZ=185.14,PGA(V)=   2.97,PGA(NS)=   5.04,PGA(EW)=   4.17,PGV(V)=   0.09,PGV(NS)=   0.25,PGV(EW)=   0.27,Int= 2¯Å,PGA(SUM)=   5.20,PGV(SUM)=   0.32
Stacode=OWD ,Staname=¶ø¸U¤j,Stalon=121.18,Stalat=23.95,Dist=  96.50,BAZ=165.69,PGA(V)=   2.20,PGA(NS)=   3.73,PGA(EW)=   2.43,PGV(V)=   0.07,PGV(NS)=   0.13,PGV(EW)=   0.11,Int= 2¯Å,PGA(SUM)=   4.02,PGV(SUM)=   0.14
Stacode=SCS ,Staname=ºX¤s  ,Stalon=120.49,Stalat=22.89,Dist=  97.09,BAZ= 75.15,PGA(V)=   2.49,PGA(NS)=   3.37,PGA(EW)=   3.05,PGV(V)=   0.13,PGV(NS)=   0.42,PGV(EW)=   0.24,Int= 2¯Å,PGA(SUM)=   3.73,PGV(SUM)=   0.44
Stacode=HWA ,Staname=ªá½¬¥«,Stalon=121.61,Stalat=23.98,Dist=  98.02,BAZ=192.28,PGA(V)=   1.48,PGA(NS)=   3.79,PGA(EW)=   5.30,PGV(V)=   0.15,PGV(NS)=   0.32,PGV(EW)=   0.34,Int= 2¯Å,PGA(SUM)=   5.52,PGV(SUM)=   0.35
Stacode=EAS ,Staname=¹F¤¯  ,Stalon=120.86,Stalat=22.38,Dist=  98.62,BAZ= 35.15,PGA(V)=   0.62,PGA(NS)=   0.96,PGA(EW)=   1.34,PGV(V)=   0.06,PGV(NS)=   0.11,PGV(EW)=   0.10,Int= 1¯Å,PGA(SUM)=   1.47,PGV(SUM)=   0.12
Stacode=SML ,Staname=¤é¤ë¼æ,Stalon=120.91,Stalat=23.88,Dist=  99.56,BAZ=149.07,PGA(V)=   1.53,PGA(NS)=   3.52,PGA(EW)=   5.31,PGV(V)=   0.10,PGV(NS)=   0.36,PGV(EW)=   0.34,Int= 2¯Å,PGA(SUM)=   5.57,PGV(SUM)=   0.46
Stacode=TAWH,Staname=¤jªZ  ,Stalon=120.89,Stalat=22.34,Dist= 100.72,BAZ= 32.12,PGA(V)=   0.82,PGA(NS)=   1.25,PGA(EW)=   1.07,PGV(V)=   0.04,PGV(NS)=   0.06,PGV(EW)=   0.08,Int= 1¯Å,PGA(SUM)=   1.26,PGV(SUM)=   0.08
Stacode=SGL ,Staname=¤E¦p  ,Stalon=120.50,Stalat=22.72,Dist= 102.75,BAZ= 65.37,PGA(V)=   0.62,PGA(NS)=   1.87,PGA(EW)=   2.04,PGV(V)=   0.11,PGV(NS)=   0.29,PGV(EW)=   0.33,Int= 1¯Å,PGA(SUM)=   2.24,PGV(SUM)=   0.36
Stacode=TYC ,Staname=³½¦À  ,Stalon=120.87,Stalat=23.91,Dist= 103.85,BAZ=147.96,PGA(V)=   0.76,PGA(NS)=   0.96,PGA(EW)=   0.86,PGV(V)=   0.06,PGV(NS)=   0.10,PGV(EW)=   0.07,Int= 1¯Å,PGA(SUM)=   1.13,PGV(SUM)=   0.10
Stacode=WJS ,Staname=¦Ë¤s  ,Stalon=120.73,Stalat=23.82,Dist= 105.16,BAZ=138.55,PGA(V)=   2.10,PGA(NS)=   2.41,PGA(EW)=   2.66,PGV(V)=   0.14,PGV(NS)=   0.31,PGV(EW)=   0.24,Int= 2¯Å,PGA(SUM)=   2.91,PGV(SUM)=   0.32
Stacode=SPT ,Staname=«ÌªF¥«,Stalon=120.50,Stalat=22.68,Dist= 105.27,BAZ= 62.87,PGA(V)=   0.84,PGA(NS)=   2.11,PGA(EW)=   3.38,PGV(V)=   0.09,PGV(NS)=   0.22,PGV(EW)=   0.44,Int= 2¯Å,PGA(SUM)=   3.38,PGV(SUM)=   0.45
Stacode=C015,Staname=¥Õªe  ,Stalon=120.41,Stalat=23.35,Dist= 105.29,BAZ=104.77,PGA(V)=   3.58,PGA(NS)=   4.55,PGA(EW)=   4.34,PGV(V)=   0.15,PGV(NS)=   0.49,PGV(EW)=   0.47,Int= 2¯Å,PGA(SUM)=   4.87,PGV(SUM)=   0.58
Stacode=CHN2,Staname=¥Á¶¯  ,Stalon=120.47,Stalat=23.53,Dist= 106.41,BAZ=116.04,PGA(V)=   2.73,PGA(NS)=   4.64,PGA(EW)=   4.03,PGV(V)=   0.15,PGV(NS)=   0.44,PGV(EW)=   0.36,Int= 2¯Å,PGA(SUM)=   5.29,PGV(SUM)=   0.51
Stacode=WGK ,Staname=¥j§|  ,Stalon=120.57,Stalat=23.68,Dist= 106.76,BAZ=126.56,PGA(V)=   2.11,PGA(NS)=   4.24,PGA(EW)=   4.34,PGV(V)=   0.16,PGV(NS)=   0.28,PGV(EW)=   0.51,Int= 2¯Å,PGA(SUM)=   4.61,PGV(SUM)=   0.51
Stacode=CHY ,Staname=¹Å¸q¥«,Stalon=120.43,Stalat=23.50,Dist= 108.67,BAZ=113.17,PGA(V)=   1.85,PGA(NS)=  10.06,PGA(EW)=   5.04,PGV(V)=   0.11,PGV(NS)=   0.50,PGV(EW)=   0.40,Int= 3¯Å,PGA(SUM)=  10.14,PGV(SUM)=   0.59
Stacode=SHH ,Staname=·s¤Æ  ,Stalon=120.35,Stalat=23.02,Dist= 109.19,BAZ= 84.83,PGA(V)=   2.51,PGA(NS)=   4.38,PGA(EW)=   5.37,PGV(V)=   0.26,PGV(NS)=   0.55,PGV(EW)=   0.50,Int= 2¯Å,PGA(SUM)=   5.61,PGV(SUM)=   0.62
Stacode=TWD ,Staname=¨qªL  ,Stalon=121.60,Stalat=24.08,Dist= 109.37,BAZ=190.49,PGA(V)=   0.60,PGA(NS)=   0.98,PGA(EW)=   0.75,PGV(V)=   0.04,PGV(NS)=   0.04,PGV(EW)=   0.05,Int= 1¯Å,PGA(SUM)=   1.20,PGV(SUM)=   0.06
Stacode=WPL ,Staname=®H¨½  ,Stalon=120.96,Stalat=24.01,Dist= 110.06,BAZ=155.21,PGA(V)=   0.70,PGA(NS)=   0.95,PGA(EW)=   1.18,PGV(V)=   0.05,PGV(NS)=   0.06,PGV(EW)=   0.07,Int= 1¯Å,PGA(SUM)=   1.32,PGV(SUM)=   0.08
Stacode=SSP ,Staname=·s°ñ  ,Stalon=120.57,Stalat=22.48,Dist= 110.79,BAZ= 51.22,PGA(V)=   1.24,PGA(NS)=   4.20,PGA(EW)=   2.55,PGV(V)=   0.22,PGV(NS)=   0.54,PGV(EW)=   0.30,Int= 2¯Å,PGA(SUM)=   4.38,PGV(SUM)=   0.54
Stacode=WDL ,Staname=¤æ¤»¥«,Stalon=120.54,Stalat=23.71,Dist= 111.38,BAZ=126.96,PGA(V)=   2.08,PGA(NS)=   6.94,PGA(EW)=   7.54,PGV(V)=   0.16,PGV(NS)=   0.36,PGV(EW)=   0.47,Int= 3¯Å,PGA(SUM)=   8.05,PGV(SUM)=   0.53
Stacode=WNT ,Staname=¦W¶¡  ,Stalon=120.69,Stalat=23.88,Dist= 112.09,BAZ=139.22,PGA(V)=   1.42,PGA(NS)=   5.77,PGA(EW)=   4.33,PGV(V)=   0.11,PGV(NS)=   0.26,PGV(EW)=   0.31,Int= 2¯Å,PGA(SUM)=   6.18,PGV(SUM)=   0.37
Stacode=SCZ ,Staname=¬K¤é  ,Stalon=120.63,Stalat=22.37,Dist= 114.67,BAZ= 44.40,PGA(V)=   0.24,PGA(NS)=   0.68,PGA(EW)=   0.80,PGV(V)=   0.04,PGV(NS)=   0.07,PGV(EW)=   0.10,Int= 1¯Å,PGA(SUM)=   1.00,PGV(SUM)=   0.11
Stacode=SSH ,Staname=µ½¤Æ  ,Stalon=120.29,Stalat=23.14,Dist= 114.85,BAZ= 91.43,PGA(V)=   1.06,PGA(NS)=   7.21,PGA(EW)=   8.57,PGV(V)=   0.14,PGV(NS)=   1.05,PGV(EW)=   1.19,Int= 3¯Å,PGA(SUM)=   8.74,PGV(SUM)=   1.30
Stacode=WHF ,Staname=¦XÅw¤s,Stalon=121.27,Stalat=24.14,Dist= 115.28,BAZ=173.04,PGA(V)=   1.16,PGA(NS)=   3.02,PGA(EW)=   4.13,PGV(V)=   0.10,PGV(NS)=   0.19,PGV(EW)=   0.23,Int= 2¯Å,PGA(SUM)=   5.19,PGV(SUM)=   0.29
Stacode=WNT1,Staname=«n§ë¥«,Stalon=120.68,Stalat=23.91,Dist= 115.47,BAZ=139.85,PGA(V)=   2.99,PGA(NS)=   2.26,PGA(EW)=   3.58,PGV(V)=   0.19,PGV(NS)=   0.18,PGV(EW)=   0.24,Int= 2¯Å,PGA(SUM)=   3.89,PGV(SUM)=   0.26
Stacode=WCS ,Staname=°ê©m  ,Stalon=120.91,Stalat=24.06,Dist= 116.47,BAZ=154.15,PGA(V)=   0.77,PGA(NS)=   1.54,PGA(EW)=   1.97,PGV(V)=   0.05,PGV(NS)=   0.09,PGV(EW)=   0.08,Int= 1¯Å,PGA(SUM)=   2.33,PGV(SUM)=   0.10
Stacode=SNJ ,Staname=·£±ê  ,Stalon=120.34,Stalat=22.75,Dist= 117.03,BAZ= 70.26,PGA(V)=   2.24,PGA(NS)=   6.21,PGA(EW)=   7.53,PGV(V)=   0.15,PGV(NS)=   0.76,PGV(EW)=   1.31,Int= 3¯Å,PGA(SUM)=   9.33,PGV(SUM)=   1.51
Stacode=SLIU,Staname=·à¤l  ,Stalon=120.80,Stalat=22.22,Dist= 117.19,BAZ= 32.36,PGA(V)=   0.48,PGA(NS)=   0.70,PGA(EW)=   0.68,PGV(V)=   0.04,PGV(NS)=   0.05,PGV(EW)=   0.05,Int= 1¯Å,PGA(SUM)=   0.83,PGV(SUM)=   0.06
Stacode=ETL ,Staname=¤Ó¾|»Õ,Stalon=121.62,Stalat=24.16,Dist= 118.15,BAZ=190.63,PGA(V)=   0.88,PGA(NS)=   3.45,PGA(EW)=   1.92,PGV(V)=   0.04,PGV(NS)=   0.14,PGV(EW)=   0.07,Int= 2¯Å,PGA(SUM)=   3.50,PGV(SUM)=   0.15
Stacode=LAY ,Staname=ÄõÀ¬  ,Stalon=121.56,Stalat=22.04,Dist= 119.78,BAZ=352.66,PGA(V)=   2.06,PGA(NS)=   6.62,PGA(EW)=   6.87,PGV(V)=   0.06,PGV(NS)=   0.20,PGV(EW)=   0.23,Int= 2¯Å,PGA(SUM)=   6.11,PGV(SUM)=   0.23
Stacode=CHY1,Staname=¤Ó«O¥«,Stalon=120.29,Stalat=23.46,Dist= 120.39,BAZ=108.61,PGA(V)=   1.59,PGA(NS)=   6.84,PGA(EW)=   5.35,PGV(V)=   0.09,PGV(NS)=   0.91,PGV(EW)=   0.69,Int= 3¯Å,PGA(SUM)=   8.37,PGV(SUM)=   1.07
Stacode=TAI1,Staname=¥Ã±d  ,Stalon=120.24,Stalat=23.04,Dist= 120.41,BAZ= 86.19,PGA(V)=   0.91,PGA(NS)=   3.87,PGA(EW)=   3.48,PGV(V)=   0.09,PGV(NS)=   0.39,PGV(EW)=   0.45,Int= 2¯Å,PGA(SUM)=   4.75,PGV(SUM)=   0.50
Stacode=D009,Staname=¸ô¦Ë  ,Stalon=120.26,Stalat=22.87,Dist= 120.42,BAZ= 77.11,PGA(V)=   0.77,PGA(NS)=   2.04,PGA(EW)=   1.92,PGV(V)=   0.16,PGV(NS)=   0.31,PGV(EW)=   0.39,Int= 1¯Å,PGA(SUM)=   2.41,PGV(SUM)=   0.41
Stacode=C092,Staname=¦èÁ³  ,Stalon=120.49,Stalat=23.79,Dist= 120.60,BAZ=128.56,PGA(V)=   1.33,PGA(NS)=   3.91,PGA(EW)=   3.27,PGV(V)=   0.13,PGV(NS)=   0.55,PGV(EW)=   0.40,Int= 2¯Å,PGA(SUM)=   4.42,PGV(SUM)=   0.63
Stacode=D033,Staname=ªF´ä  ,Stalon=120.46,Stalat=22.46,Dist= 120.98,BAZ= 53.62,PGA(V)=   0.72,PGA(NS)=   1.91,PGA(EW)=   2.75,PGV(V)=   0.11,PGV(NS)=   0.43,PGV(EW)=   0.33,Int= 2¯Å,PGA(SUM)=   3.27,PGV(SUM)=   0.47
Stacode=ETLH,Staname=¦èÄ_  ,Stalon=121.48,Stalat=24.21,Dist= 121.68,BAZ=183.48,PGA(V)=   2.45,PGA(NS)=   3.99,PGA(EW)=   4.95,PGV(V)=   0.07,PGV(NS)=   0.17,PGV(EW)=   0.14,Int= 2¯Å,PGA(SUM)=   5.03,PGV(SUM)=   0.18
Stacode=SCL ,Staname=¨Î¨½  ,Stalon=120.20,Stalat=23.17,Dist= 123.85,BAZ= 93.29,PGA(V)=   1.08,PGA(NS)=   3.25,PGA(EW)=   4.01,PGV(V)=   0.08,PGV(NS)=   0.42,PGV(EW)=   0.82,Int= 2¯Å,PGA(SUM)=   4.32,PGV(SUM)=   0.82
Stacode=TAI ,Staname=»O«n¥«,Stalon=120.20,Stalat=22.99,Dist= 124.11,BAZ= 84.01,PGA(V)=   1.73,PGA(NS)=   2.18,PGA(EW)=   2.71,PGV(V)=   0.11,PGV(NS)=   0.23,PGV(EW)=   0.27,Int= 2¯Å,PGA(SUM)=   2.83,PGV(SUM)=   0.28
Stacode=CHN8,Staname=¸q¦Ë  ,Stalon=120.22,Stalat=23.35,Dist= 124.24,BAZ=102.20,PGA(V)=   0.97,PGA(NS)=   6.31,PGA(EW)=   6.06,PGV(V)=   0.09,PGV(NS)=   0.74,PGV(EW)=   0.79,Int= 2¯Å,PGA(SUM)=   7.75,PGV(SUM)=   1.07
Stacode=B219,Staname=Ãú®p  ,Stalon=120.70,Stalat=24.04,Dist= 126.09,BAZ=144.93,PGA(V)=   1.50,PGA(NS)=   3.05,PGA(EW)=   3.31,PGV(V)=   0.10,PGV(NS)=   0.23,PGV(EW)=   0.20,Int= 2¯Å,PGA(SUM)=   3.39,PGV(SUM)=   0.23
Stacode=WYL ,Staname=­ûªL  ,Stalon=120.58,Stalat=23.96,Dist= 126.65,BAZ=138.04,PGA(V)=   2.65,PGA(NS)=   4.22,PGA(EW)=   4.07,PGV(V)=   0.27,PGV(NS)=   0.73,PGV(EW)=   0.55,Int= 2¯Å,PGA(SUM)=   4.84,PGV(SUM)=   0.80
Stacode=KAU1,Staname=°ª¶¯¥«,Stalon=120.31,Stalat=22.59,Dist= 126.75,BAZ= 63.17,PGA(V)=   0.88,PGA(NS)=   1.68,PGA(EW)=   2.67,PGV(V)=   0.17,PGV(NS)=   0.25,PGV(EW)=   0.39,Int= 2¯Å,PGA(SUM)=   2.70,PGV(SUM)=   0.43
Stacode=FUSS,Staname=±ù¤s  ,Stalon=121.24,Stalat=24.25,Dist= 127.10,BAZ=172.37,PGA(V)=   1.10,PGA(NS)=   1.74,PGA(EW)=   2.30,PGV(V)=   0.08,PGV(NS)=   0.11,PGV(EW)=   0.10,Int= 1¯Å,PGA(SUM)=   2.18,PGV(SUM)=   0.13
Stacode=WSS ,Staname=¹Ø¤s  ,Stalon=120.26,Stalat=22.64,Dist= 128.66,BAZ= 66.22,PGA(V)=   0.47,PGA(NS)=   0.98,PGA(EW)=   2.00,PGV(V)=   0.07,PGV(NS)=   0.12,PGV(EW)=   0.19,Int= 1¯Å,PGA(SUM)=   2.03,PGV(SUM)=   0.19
Stacode=TWT ,Staname=¼w°ò  ,Stalon=121.16,Stalat=24.25,Dist= 128.68,BAZ=168.69,PGA(V)=   0.89,PGA(NS)=   2.64,PGA(EW)=   1.92,PGV(V)=   0.05,PGV(NS)=   0.16,PGV(EW)=   0.12,Int= 2¯Å,PGA(SUM)=   2.95,PGV(SUM)=   0.17
Stacode=WSL ,Staname=¤ôªL  ,Stalon=120.23,Stalat=23.52,Dist= 129.18,BAZ=110.71,PGA(V)=   0.97,PGA(NS)=   7.76,PGA(EW)=   4.80,PGV(V)=   0.07,PGV(NS)=   0.94,PGV(EW)=   0.44,Int= 2¯Å,PGA(SUM)=   7.86,PGV(SUM)=   0.97
